Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
rx_adhd_mgpp_d16,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_other_names_d16,prescription_medication,,text,Names of other medicines used - d16,,,,,,,,,,,,,
rx_other_pills_d16,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d16,,,,,,,,,,,,,
rx_other_mgpp_d16,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_all_names_d17,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d17,,,,,,,,,,,,,
rx_opd_pills_d17,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_opd_mgpp_d17,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_sleep_pills_d17,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d17,,,,,,,,,,,,,
rx_sleep_mgpp_d17,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d17,,,,,,,,,,,,,
rx_mrelax_pills_d17,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_mrelax_mgpp_d17,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_nsaid_pills_d17,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_nsaid_mgpp_d17,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_nerv_pills_d17,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_nerv_mgpp_d17,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_adhd_pills_d17,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_adhd_mgpp_d17,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_other_names_d17,prescription_medication,,text,Names of other medicines used - d17,,,,,,,,,,,,,
rx_other_pills_d17,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d17,,,,,,,,,,,,,
rx_other_mgpp_d17,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d17,,,,,,,,,,,,,
rx_all_names_d18,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d18,,,,,,,,,,,,,
rx_opd_pills_d18,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_opd_mgpp_d18,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_sleep_pills_d18,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d18,,,,,,,,,,,,,
rx_sleep_mgpp_d18,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d18,,,,,,,,,,,,,
rx_mrelax_pills_d18,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_mrelax_mgpp_d18,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_nsaid_pills_d18,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_nsaid_mgpp_d18,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_nerv_pills_d18,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_nerv_mgpp_d18,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_adhd_pills_d18,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_adhd_mgpp_d18,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_other_names_d18,prescription_medication,,text,Names of other medicines used - d18,,,,,,,,,,,,,
rx_other_pills_d18,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d18,,,,,,,,,,,,,
rx_other_mgpp_d18,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d18,,,,,,,,,,,,,
rx_all_names_d19,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d19,,,,,,,,,,,,,
rx_opd_pills_d19,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_opd_mgpp_d19,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_sleep_pills_d19,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d19,,,,,,,,,,,,,
rx_sleep_mgpp_d19,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d19,,,,,,,,,,,,,
rx_mrelax_pills_d19,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_mrelax_mgpp_d19,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_nsaid_pills_d19,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_nsaid_mgpp_d19,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_nerv_pills_d19,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_nerv_mgpp_d19,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_adhd_pills_d19,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_adhd_mgpp_d19,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_other_names_d19,prescription_medication,,text,Names of other medicines used - d19,,,,,,,,,,,,,
rx_other_pills_d19,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d19,,,,,,,,,,,,,
rx_other_mgpp_d19,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d19,,,,,,,,,,,,,
rx_all_names_d20,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d20,,,,,,,,,,,,,
rx_opd_pills_d20,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_opd_mgpp_d20,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_sleep_pills_d20,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d20,,,,,,,,,,,,,
rx_sleep_mgpp_d20,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d20,,,,,,,,,,,,,
rx_mrelax_pills_d20,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_mrelax_mgpp_d20,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_nsaid_pills_d20,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_nsaid_mgpp_d20,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_nerv_pills_d20,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_nerv_mgpp_d20,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_adhd_pills_d20,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_adhd_mgpp_d20,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_other_names_d20,prescription_medication,,text,Names of other medicines used - d20,,,,,,,,,,,,,
rx_other_pills_d20,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d20,,,,,,,,,,,,,
rx_other_mgpp_d20,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d20,,,,,,,,,,,,,
rx_all_names_d21,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d21,,,,,,,,,,,,,
rx_opd_pills_d21,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_opd_mgpp_d21,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_sleep_pills_d21,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d21,,,,,,,,,,,,,
rx_sleep_mgpp_d21,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d21,,,,,,,,,,,,,
rx_mrelax_pills_d21,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_mrelax_mgpp_d21,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_nsaid_pills_d21,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_nsaid_mgpp_d21,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_nerv_pills_d21,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_nerv_mgpp_d21,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_adhd_pills_d21,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_adhd_mgpp_d21,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_other_names_d21,prescription_medication,,text,Names of other medicines used - d21,,,,,,,,,,,,,
rx_other_pills_d21,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d21,,,,,,,,,,,,,
rx_other_mgpp_d21,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d21,,,,,,,,,,,,,
rx_all_names_d22,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d22,,,,,,,,,,,,,
rx_opd_pills_d22,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_opd_mgpp_d22,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_sleep_pills_d22,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d22,,,,,,,,,,,,,
rx_sleep_mgpp_d22,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d22,,,,,,,,,,,,,
rx_mrelax_pills_d22,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_mrelax_mgpp_d22,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_nsaid_pills_d22,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_nsaid_mgpp_d22,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_nerv_pills_d22,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_nerv_mgpp_d22,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_adhd_pills_d22,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_adhd_mgpp_d22,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_other_names_d22,prescription_medication,,text,Names of other medicines used - d22,,,,,,,,,,,,,
rx_other_pills_d22,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d22,,,,,,,,,,,,,
rx_other_mgpp_d22,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d22,,,,,,,,,,,,,
rx_all_names_d23,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d23,,,,,,,,,,,,,
rx_opd_pills_d23,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_opd_mgpp_d23,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_sleep_pills_d23,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d23,,,,,,,,,,,,,
rx_sleep_mgpp_d23,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d23,,,,,,,,,,,,,
rx_mrelax_pills_d23,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_mrelax_mgpp_d23,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_nsaid_pills_d23,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_nsaid_mgpp_d23,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_nerv_pills_d23,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_nerv_mgpp_d23,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_adhd_pills_d23,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_adhd_mgpp_d23,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_other_names_d23,prescription_medication,,text,Names of other medicines used - d23,,,,,,,,,,,,,
rx_other_pills_d23,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d23,,,,,,,,,,,,,
rx_other_mgpp_d23,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d23,,,,,,,,,,,,,
rx_all_names_d24,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d24,,,,,,,,,,,,,
rx_opd_pills_d24,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_opd_mgpp_d24,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_sleep_pills_d24,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d24,,,,,,,,,,,,,
rx_sleep_mgpp_d24,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d24,,,,,,,,,,,,,
rx_mrelax_pills_d24,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_mrelax_mgpp_d24,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_nsaid_pills_d24,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_nsaid_mgpp_d24,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_nerv_pills_d24,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_nerv_mgpp_d24,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_adhd_pills_d24,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_adhd_mgpp_d24,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_other_names_d24,prescription_medication,,text,Names of other medicines used - d24,,,,,,,,,,,,,
rx_other_pills_d24,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d24,,,,,,,,,,,,,
rx_other_mgpp_d24,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d24,,,,,,,,,,,,,
rx_all_names_d25,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d25,,,,,,,,,,,,,
rx_opd_pills_d25,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_opd_mgpp_d25,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_sleep_pills_d25,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d25,,,,,,,,,,,,,
rx_sleep_mgpp_d25,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d25,,,,,,,,,,,,,
rx_mrelax_pills_d25,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_mrelax_mgpp_d25,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_nsaid_pills_d25,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_nsaid_mgpp_d25,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_nerv_pills_d25,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_nerv_mgpp_d25,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_adhd_pills_d25,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_adhd_mgpp_d25,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_other_names_d25,prescription_medication,,text,Names of other medicines used - d25,,,,,,,,,,,,,
rx_other_pills_d25,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d25,,,,,,,,,,,,,
rx_other_mgpp_d25,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d25,,,,,,,,,,,,,
rx_all_names_d26,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d26,,,,,,,,,,,,,
rx_opd_pills_d26,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_opd_mgpp_d26,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_sleep_pills_d26,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d26,,,,,,,,,,,,,
rx_sleep_mgpp_d26,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d26,,,,,,,,,,,,,
rx_mrelax_pills_d26,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_mrelax_mgpp_d26,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_nsaid_pills_d26,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_nsaid_mgpp_d26,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_nerv_pills_d26,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_nerv_mgpp_d26,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_adhd_pills_d26,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_adhd_mgpp_d26,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_other_names_d26,prescription_medication,,text,Names of other medicines used - d26,,,,,,,,,,,,,
rx_other_pills_d26,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d26,,,,,,,,,,,,,
rx_other_mgpp_d26,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d26,,,,,,,,,,,,,
rx_all_names_d27,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d27,,,,,,,,,,,,,
rx_opd_pills_d27,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_opd_mgpp_d27,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_sleep_pills_d27,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d27,,,,,,,,,,,,,
rx_sleep_mgpp_d27,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d27,,,,,,,,,,,,,
rx_mrelax_pills_d27,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_mrelax_mgpp_d27,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_nsaid_pills_d27,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_nsaid_mgpp_d27,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_nerv_pills_d27,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_nerv_mgpp_d27,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_adhd_pills_d27,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_adhd_mgpp_d27,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_other_names_d27,prescription_medication,,text,Names of other medicines used - d27,,,,,,,,,,,,,
rx_other_pills_d27,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d27,,,,,,,,,,,,,
rx_other_mgpp_d27,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d27,,,,,,,,,,,,,
rx_all_names_d28,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d28,,,,,,,,,,,,,
rx_opd_pills_d28,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_opd_mgpp_d28,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_sleep_pills_d28,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d28,,,,,,,,,,,,,
rx_sleep_mgpp_d28,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d28,,,,,,,,,,,,,
rx_mrelax_pills_d28,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_mrelax_mgpp_d28,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_nsaid_pills_d28,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_nsaid_mgpp_d28,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_nerv_pills_d28,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_nerv_mgpp_d28,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_adhd_pills_d28,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_adhd_mgpp_d28,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_other_names_d28,prescription_medication,,text,Names of other medicines used - d28,,,,,,,,,,,,,
rx_other_pills_d28,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d28,,,,,,,,,,,,,
rx_other_mgpp_d28,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d28,,,,,,,,,,,,,
rx_all_names_d29,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d29,,,,,,,,,,,,,
rx_opd_pills_d29,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d29,,,,,,,,,,,,,
rx_opd_mgpp_d29,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d29,,,,,,,,,,,,,
rx_sleep_pills_d29,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d29,,,,,,,,,,,,,
rx_sleep_mgpp_d29,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d29,,,,,,,,,,,,,
rx_mrelax_pills_d29,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d29,,,,,,,,,,,,,
rx_mrelax_mgpp_d29,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d29,,,,,,,,,,,,,
rx_nsaid_pills_d29,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d29,,,,,,,,,,,,,
rx_nsaid_mgpp_d29,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d29,,,,,,,,,,,,,
rx_nerv_pills_d29,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d29,,,,,,,,,,,,,
rx_nerv_mgpp_d29,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d29,,,,,,,,,,,,,
rx_adhd_pills_d29,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d29,,,,,,,,,,,,,
